Type,numbers,time,author,site,latitude_N,longitude_W,precipitation_mm,temperature_C,altitude,N_addition_type,N_addition_levels_kg_per_ha_per_yr,mesh_size,soil_fauna2,decomposition_time_days,litter_type,mass_loss,Mse,Mn,ind,Ise,In,Shannon,Sse,Sn
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,1,,181,single,26.769,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,5,,181,single,28.1538,2.769,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,0.01,,181,single,26.3077,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,1,,181,single,28.1538,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,5,,181,single,30,2.308,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,0.01,,181,single,24.4176,2.328,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,1,,181,single,25.3479,0.928,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,5,,181,single,27.2083,0.928,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,0.01,,241,single,39.2595,1.832,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,1,,241,single,39.2579,0.918,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,5,,241,single,41.5496,0.916,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,0.01,,241,single,39.4538,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,1,,241,single,39.911,0.917,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,5,,241,single,40.828,1.375,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,0.01,,241,single,39.2308,3.231,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,1,,241,single,40.1538,0.462,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,5,,241,single,41.5385,3.692,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,0.01,,241,single,38.7692,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,1,,241,single,39.6923,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,5,,241,single,41.0769,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,0.01,,241,single,38.2939,0.934,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,1,,241,single,39.6893,0.469,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,5,,241,single,40.1525,1.86,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,0.01,,301,single,46.0975,3.207,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,1,,301,single,47.4715,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,5,,301,single,48.3867,1.832,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,0.01,,301,single,42.628,3.206,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,1,,301,single,45.376,1.832,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,5,,301,single,47.666,0.917,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,0.01,,301,single,43.3846,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,1,,301,single,46.1538,1.846,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,5,,301,single,48.9231,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,0.01,,301,single,45.2308,1.846,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,1,,301,single,47.5385,1.846,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,5,,301,single,50.3077,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,0.01,,301,single,45.1935,1.862,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,1,,301,single,45.6567,0.928,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,5,,301,single,47.5171,1.397,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,0.01,,365,single,47.8965,0.916,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,1,,365,single,49.2713,0.915,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,0,5,,365,single,51.1026,0.916,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,0.01,,365,single,45.8015,1.832,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,1,,365,single,48.5496,1.374,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,50,5,,365,single,51.2977,0.916,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,0.01,,365,single,47.5385,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,1,,365,single,49.8462,1.385,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,100,5,,365,single,52.6154,0.462,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,0.01,,365,single,48.4615,2.308,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,1,,365,single,51.6923,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,150,5,,365,single,53.5385,0.923,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,0.01,,365,single,46.5097,2.326,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,1,,365,single,49.3004,1.395,9,,,,,,
A,10,2018,Zhang Ling,"Yancheng City, Jiangsu Province",32.52,120.49,1051,14.6,,NH_4NO_3,300,5,,365,single,51.1609,0.93,9,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,0.05,,90,single,5.546,0.303,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,1,,90,single,8.002,0.183,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,5,,90,single,10.739,0.685,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,0.05,,90,single,6.315,0.356,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,1,,90,single,8.536,0.352,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,5,,90,single,11.292,0.727,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,0.05,,90,single,6,0.194,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,1,,90,single,7.227,0.248,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,5,,90,single,11.228,0.673,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,0.05,,90,single,6.548,0.296,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,1,,90,single,10.105,0.464,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,5,,90,single,13.996,0.858,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,0.05,,180,single,8.323,0.257,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,1,,180,single,12.095,0.299,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,5,,180,single,16.845,0.887,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,0.05,,180,single,7.438,0.401,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,1,,180,single,13.433,0.33,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,5,,180,single,17.207,0.539,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,0.05,,180,single,7.988,0.394,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,1,,180,single,15.453,0.36,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,5,,180,single,20.037,0.477,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,0.05,,180,single,9.309,0.405,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,1,,180,single,15.004,0.38,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,5,,180,single,20.128,0.707,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,0.05,,270,single,11.649,0.314,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,1,,270,single,15.782,0.417,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,5,,270,single,21.64,0.807,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,0.05,,270,single,10.091,0.351,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,1,,270,single,16.33,0.234,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,5,,270,single,23.16,1.377,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,0.05,,270,single,11.642,0.392,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,1,,270,single,17.133,0.293,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,5,,270,single,26.369,0.827,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,0.05,,270,single,11.398,0.626,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,1,,270,single,16.2,0.685,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,5,,270,single,23.776,0.929,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,0.05,,360,single,18.644,0.358,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,1,,360,single,25.693,0.58,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,5,,360,single,34.649,0.579,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,0.05,,360,single,18.088,0.412,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,1,,360,single,24.892,0.237,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,5,,360,single,33.523,0.894,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,0.05,,360,single,17.326,0.33,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,1,,360,single,27.622,0.625,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,5,,360,single,36.614,0.677,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,0.05,,360,single,17.746,0.63,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,1,,360,single,30.8,0.893,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,5,,360,single,37.111,1.291,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,0.05,,450,single,22.199,0.416,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,1,,450,single,35.751,0.487,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,5,,450,single,39.53,0.437,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,0.05,,450,single,22.194,0.491,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,1,,450,single,33.895,0.249,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,5,,450,single,39.322,0.723,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,0.05,,450,single,24.98,0.302,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,1,,450,single,35.161,0.174,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,5,,450,single,38.61,0.615,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,0.05,,450,single,24.431,0.397,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,1,,450,single,36.029,0.399,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,5,,450,single,42.368,0.678,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,0.05,,540,single,27.093,0.737,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,1,,540,single,38.425,0.38,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,0,5,,540,single,43.993,0.247,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,0.05,,540,single,26.101,0.394,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,1,,540,single,41.219,0.23,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,50,5,,540,single,43.765,0.41,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,0.05,,540,single,28.448,0.395,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,1,,540,single,38.948,0.398,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,100,5,,540,single,43.961,0.565,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,0.05,,540,single,26.769,0.398,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,1,,540,single,43.601,0.679,36,,,,,,
A,11,2012,Ge Xiaogai,Yichang of Hubei Province,28.31,105.5,1125,16.9,500,NH_4NO_3,150,5,,540,single,45.719,0.323,36,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,33,single,22.83,0.784,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,33,single,24.313,0.822,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,33,single,21.088,0.793,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,33,single,21.286,3.155,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,70,single,28.904,0.949,13,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,70,single,31.626,1.069,13,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,70,single,27.252,0.728,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,70,single,28.183,1.171,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,104,single,32.237,0.914,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,104,single,35.633,4.483,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,104,single,28.841,0.89,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,104,single,31.733,0.784,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,132,single,36.134,3.14,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,132,single,44.627,1.663,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,132,single,30.11,0.976,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,132,single,36.071,1.062,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,139,single,35.061,0.942,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,139,single,46.943,3.497,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,139,single,31.303,1.263,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,139,single,37.718,1.965,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,159,single,38.057,1.038,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,159,single,55.552,4.067,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,159,single,34.619,1.29,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,159,single,45.337,2.715,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,188,single,46.574,2.457,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,188,single,65.844,5.022,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,188,single,39.135,1.09,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,188,single,54.447,3.09,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,222,single,58.538,1.624,24,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,222,single,81.687,2.664,24,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,222,single,51.825,1.005,16,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,222,single,70.623,2.178,16,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,252,single,67.99,3.361,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,252,single,88.322,3.672,12,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,252,single,58.518,3.502,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,252,single,82.393,3.702,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,0.5,,307,single,83.496,4.129,11,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,0,9,,307,single,96.254,1.727,11,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,0.5,,307,single,73.843,5.721,8,,,,,,
A,12,2011,Sabine Flury,Switzerland ,46.54,6.54,5000,9.6,449,C_a(NO_3)_2,107,9,,307,single,89.983,4.736,8,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,0,0.063,,205,mixture,19.567,0.952,23,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,0,2,,205,mixture,15.14,0.96,25,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,30,0.063,,205,mixture,18.521,1.012,24,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,30,2,,205,mixture,17.561,1.247,24,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,0,0.063,,338,mixture,36.895,1.821,25,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,0,2,,338,mixture,31.18,1.293,23,,,,,,
A,13,2024,Alexander R. Young,"Hampshire, USA",44,-71,1300,10.3305,,NH_4NO_3,30,0.063,,338,mixture,36.568,1.37,24,,,,,,
